"","year","region","mean_precip","mean_precip_v1"
"88",89,"mesa_verde",423.6347235,81.02796525
"89",90,"mesa_verde",363.8863676,-59.75490924
"90",91,"mesa_verde",385.4344769,21.55044562
"91",92,"mesa_verde",348.9138185,-36.5246069
"92",93,"mesa_verde",368.6444795,19.73283267
"93",94,"mesa_verde",376.4789305,7.835303039
"94",95,"mesa_verde",339.3988276,-37.08409406
"95",96,"mesa_verde",376.336333,36.94145323
"96",97,"mesa_verde",339.5392836,-36.8010435
"97",98,"mesa_verde",329.4654538,-10.07485723
"98",99,"mesa_verde",398.865363,69.40733851
"99",100,"mesa_verde",377.281734,-21.58231844
"100",101,"mesa_verde",428.9617115,51.6784837
"101",102,"mesa_verde",326.0847322,-102.8735002
"102",103,"mesa_verde",396.0809899,69.99572289
"103",104,"mesa_verde",391.2751146,-4.798535399
"104",105,"mesa_verde",364.3746647,-26.90920125
"105",106,"mesa_verde",437.6148006,73.23308685
"106",107,"mesa_verde",497.9246128,60.30835569
"107",108,"mesa_verde",450.2616596,-47.65981055
"108",109,"mesa_verde",334.6360864,-115.6177221
"109",110,"mesa_verde",547.9378083,213.2964467
"110",111,"mesa_verde",451.2120576,-96.72010169
"111",112,"mesa_verde",388.04255,-63.17642987
"112",113,"mesa_verde",387.6543437,-0.381147669
"113",114,"mesa_verde",488.4956736,100.8290208
"114",115,"mesa_verde",585.211214,96.70850519
"115",116,"mesa_verde",372.3819763,-212.808569
"116",117,"mesa_verde",366.9193346,-5.472558118
"117",118,"mesa_verde",424.2784892,57.36568205
"118",119,"mesa_verde",417.3546768,-6.928805774
"119",120,"mesa_verde",450.1480704,32.79734745
"120",121,"mesa_verde",533.4914554,83.34113164
"121",122,"mesa_verde",593.0596392,59.5489416
"122",123,"mesa_verde",241.7167518,-351.3096055
"123",124,"mesa_verde",442.9452713,201.2105638
"124",125,"mesa_verde",398.7042485,-44.23309226
"125",126,"mesa_verde",397.1367569,-1.578529246
"126",127,"mesa_verde",448.6183915,51.47943166
"127",128,"mesa_verde",475.3208878,26.70715439
"128",129,"mesa_verde",344.3604742,-130.9525234
"129",130,"mesa_verde",390.0651769,45.70611726
"130",131,"mesa_verde",321.4055334,-68.64338232
"131",132,"mesa_verde",432.3027819,110.8718219
"132",133,"mesa_verde",366.753764,-65.54100088
"133",134,"mesa_verde",387.0688976,20.32227342
"134",135,"mesa_verde",340.9071991,-46.17338638
"135",136,"mesa_verde",393.7273298,52.81322827
"136",137,"mesa_verde",270.8273557,-122.8783547
"137",138,"mesa_verde",513.2944536,242.4462681
"138",139,"mesa_verde",394.9943757,-118.2791598
"139",140,"mesa_verde",407.2469499,12.22664354
"140",141,"mesa_verde",425.8270312,18.59289584
"141",142,"mesa_verde",508.4160249,82.57713519
"142",143,"mesa_verde",439.7474258,-68.67284378
"143",144,"mesa_verde",417.9386952,-21.78304335
"144",145,"mesa_verde",414.1799775,-3.77070234
"145",146,"mesa_verde",427.2025396,13.02395193
"146",147,"mesa_verde",380.0346327,-47.16191966
"147",148,"mesa_verde",338.527148,-41.50478666
"148",149,"mesa_verde",274.9188587,-63.59947555
"149",150,"mesa_verde",284.3823008,9.456935672
"150",151,"mesa_verde",306.5160076,22.13021269
"151",152,"mesa_verde",421.3151121,114.7922838
"152",153,"mesa_verde",377.9111361,-43.39407814
"153",154,"mesa_verde",311.9501384,-65.95380565
"154",155,"mesa_verde",454.5865925,142.6109453
"155",156,"mesa_verde",372.8316388,-81.75613145
"156",157,"mesa_verde",304.1078351,-68.70759124
"157",158,"mesa_verde",351.6787877,47.56585956
"158",159,"mesa_verde",329.8478628,-21.82259008
"159",160,"mesa_verde",326.5088475,-3.345533731
"160",161,"mesa_verde",342.92219,16.40442961
"161",162,"mesa_verde",253.1125725,-89.78472883
"162",163,"mesa_verde",371.4155274,118.2867202
"163",164,"mesa_verde",281.9331574,-89.4795308
"164",165,"mesa_verde",200.5500562,-81.37867803
"165",166,"mesa_verde",402.7343169,202.1798219
"166",167,"mesa_verde",332.548542,-70.17525694
"167",168,"mesa_verde",392.9852903,60.42654764
"168",169,"mesa_verde",469.2925716,76.31811769
"169",170,"mesa_verde",598.7855629,129.470723
"170",171,"mesa_verde",397.0218482,-201.7543793
"171",172,"mesa_verde",366.7347062,-30.27533698
"172",173,"mesa_verde",349.7246474,-17.02145886
"173",174,"mesa_verde",486.2963139,136.5611198
"174",175,"mesa_verde",339.895626,-146.3874648
"175",176,"mesa_verde",374.0810764,34.17666782
"176",177,"mesa_verde",428.8822575,54.80091791
"177",178,"mesa_verde",482.6682314,53.78895246
"178",179,"mesa_verde",376.1685559,-106.5017041
"179",180,"mesa_verde",394.145864,17.98020259
"180",181,"mesa_verde",304.2193476,-89.92761301
"181",182,"mesa_verde",433.9099247,129.6903963
"182",183,"mesa_verde",557.6553171,123.7217499
"183",184,"mesa_verde",424.0845808,-133.5500076
"184",185,"mesa_verde",424.6122696,0.534805745
"185",186,"mesa_verde",422.6069482,-2.008203902
"186",187,"mesa_verde",536.4592455,113.833665
"187",188,"mesa_verde",571.1353725,34.68573039
"188",189,"mesa_verde",506.3106775,-64.82867706
"189",190,"mesa_verde",338.1406723,-168.1458832
"190",191,"mesa_verde",457.7525742,119.5983224
"191",192,"mesa_verde",545.5132171,87.75889672
"192",193,"mesa_verde",512.3278749,-33.1878413
"193",194,"mesa_verde",327.8499178,-184.4723394
"194",195,"mesa_verde",378.1540841,50.30207402
"195",196,"mesa_verde",462.671606,84.49962324
"196",197,"mesa_verde",450.3946959,-12.25988638
"197",198,"mesa_verde",441.5412088,-8.847146511
"198",199,"mesa_verde",416.3564506,-25.17659932
"199",200,"mesa_verde",371.3930951,-44.97516416
"200",201,"mesa_verde",268.0785887,-103.307321
"201",202,"mesa_verde",346.7629359,78.69497142
"202",203,"mesa_verde",576.5184304,229.7235784
"203",204,"mesa_verde",465.6205763,-110.8839977
"204",205,"mesa_verde",378.7942805,-86.81932066
"205",206,"mesa_verde",465.2307909,86.42391095
"206",207,"mesa_verde",359.3591546,-105.8676235
"207",208,"mesa_verde",447.3687592,87.99510217
"208",209,"mesa_verde",401.9882971,-45.36839025
"209",210,"mesa_verde",347.5335078,-54.44278059
"210",211,"mesa_verde",351.7133339,4.174884389
"211",212,"mesa_verde",542.2097646,190.4846918
"212",213,"mesa_verde",417.650861,-124.5466829
"213",214,"mesa_verde",461.2110626,43.55296453
"214",215,"mesa_verde",323.9252185,-137.2888353
"215",216,"mesa_verde",434.7442026,110.8169928
"216",217,"mesa_verde",406.653738,-28.06452138
"217",218,"mesa_verde",491.3930302,84.72569174
"218",219,"mesa_verde",459.1251839,-32.27388223
"219",220,"mesa_verde",483.1192135,23.99095125
"220",221,"mesa_verde",455.8095527,-27.30170928
"221",222,"mesa_verde",287.2450463,-168.5443845
"222",223,"mesa_verde",384.6197543,97.35657081
"223",224,"mesa_verde",369.381349,-15.24906081
"224",225,"mesa_verde",289.8229644,-79.547589
"225",226,"mesa_verde",369.0074197,79.16836657
"226",227,"mesa_verde",444.5298953,75.52183141
"227",228,"mesa_verde",436.8878818,-7.624608222
"228",229,"mesa_verde",380.0024011,-56.87685734
"229",230,"mesa_verde",419.0708878,39.04973357
"230",231,"mesa_verde",249.75517,-169.2965519
"231",232,"mesa_verde",527.8587869,278.0808835
"232",233,"mesa_verde",488.1564204,-39.69213344
"233",234,"mesa_verde",408.8815869,-79.28803431
"234",235,"mesa_verde",340.3220992,-68.55099963
"235",236,"mesa_verde",501.1196245,160.7910405
"236",237,"mesa_verde",528.5217833,27.39890326
"237",238,"mesa_verde",415.1886952,-113.336604
"238",239,"mesa_verde",428.5974301,13.40966934
"239",240,"mesa_verde",449.5510946,20.95822638
"240",241,"mesa_verde",535.4970148,85.946038
"241",242,"mesa_verde",511.0643117,-24.42895299
"242",243,"mesa_verde",474.2628926,-36.80634332
"243",244,"mesa_verde",332.7372588,-141.5067504
"244",245,"mesa_verde",269.3920568,-63.34234723
"245",246,"mesa_verde",404.1506014,134.7487051
"246",247,"mesa_verde",403.1853638,-0.959990578
"247",248,"mesa_verde",333.245003,-69.94916381
"248",249,"mesa_verde",440.2102838,106.9696775
"249",250,"mesa_verde",416.6673877,-23.5454204
"250",251,"mesa_verde",479.5243143,62.86664828
"251",252,"mesa_verde",497.5337674,18.00449463
"252",253,"mesa_verde",330.8929437,-166.6263454
"253",254,"mesa_verde",514.8937224,183.9825364
"254",255,"mesa_verde",494.4725275,-20.43771151
"255",256,"mesa_verde",640.2414121,145.7630374
"256",257,"mesa_verde",361.6041144,-278.6085543
"257",258,"mesa_verde",398.367418,36.76776401
"258",259,"mesa_verde",388.7519685,-9.612543624
"259",260,"mesa_verde",357.7606862,-30.99233449
"260",261,"mesa_verde",273.24377,-84.51991878
"261",262,"mesa_verde",288.4924937,15.25477705
"262",263,"mesa_verde",366.8989573,78.38423322
"263",264,"mesa_verde",331.4104655,-35.46947437
"264",265,"mesa_verde",282.1315869,-49.27381553
"265",266,"mesa_verde",377.9398417,95.79366822
"266",267,"mesa_verde",407.6281474,29.68984045
"267",268,"mesa_verde",564.9941378,157.3552176
"268",269,"mesa_verde",444.372999,-120.6114704
"269",270,"mesa_verde",377.7421044,-66.61168796
"270",271,"mesa_verde",482.1385524,104.3739971
"271",272,"mesa_verde",411.0403003,-71.09581975
"272",273,"mesa_verde",497.980077,86.92530982
"273",274,"mesa_verde",313.0946829,-184.8710846
"274",275,"mesa_verde",411.5739595,98.4804796
"275",276,"mesa_verde",523.765986,112.1870103
"276",277,"mesa_verde",574.3913429,50.61261573
"277",278,"mesa_verde",405.8749892,-168.4891997
"278",279,"mesa_verde",323.4602838,-82.41949444
"279",280,"mesa_verde",414.3033876,90.84828519
"280",281,"mesa_verde",515.8960154,101.5753836
"281",282,"mesa_verde",422.3000562,-93.58989141
"282",283,"mesa_verde",470.4385221,48.14102444
"283",284,"mesa_verde",416.1810375,-54.26250565
"284",285,"mesa_verde",350.9176473,-65.25201237
"285",286,"mesa_verde",421.2325647,70.31802996
"286",287,"mesa_verde",424.8847235,3.637612005
"287",288,"mesa_verde",507.1394826,82.25109241
"288",289,"mesa_verde",441.7817556,-65.3573736
"289",290,"mesa_verde",311.6891711,-130.0711516
"290",291,"mesa_verde",238.2115601,-73.4867829
"291",292,"mesa_verde",319.9319676,81.72591046
"292",293,"mesa_verde",372.6204465,52.66869766
"293",294,"mesa_verde",321.5620187,-51.04357809
"294",295,"mesa_verde",519.9106602,198.3312056
"295",296,"mesa_verde",532.7176603,12.81387363
"296",297,"mesa_verde",311.7435104,-220.9580918
"297",298,"mesa_verde",510.1689236,198.409304
"298",299,"mesa_verde",480.2129229,-29.95073212
"299",300,"mesa_verde",319.0441724,-161.156153
"300",301,"mesa_verde",448.2458034,129.1867597
"301",302,"mesa_verde",372.5494073,-75.67687092
"302",303,"mesa_verde",372.6617202,0.093433032
"303",304,"mesa_verde",481.5146664,108.8467643
"304",305,"mesa_verde",421.0275158,-60.47233158
"305",306,"mesa_verde",353.663083,-67.37389858
"306",307,"mesa_verde",354.938825,1.279944574
"307",308,"mesa_verde",361.0864627,6.141379563
"308",309,"mesa_verde",470.1316734,109.0420747
"309",310,"mesa_verde",452.0856624,-18.04849995
"310",311,"mesa_verde",435.9370511,-16.1315052
"311",312,"mesa_verde",363.0068789,-72.92602547
"312",313,"mesa_verde",348.5803193,-14.43363029
"313",314,"mesa_verde",413.5116812,64.9251626
"314",315,"mesa_verde",264.5939041,-148.906999
"315",316,"mesa_verde",437.2902137,172.6855021
"316",317,"mesa_verde",295.7592152,-141.5199735
"317",318,"mesa_verde",270.0616726,-25.69866267
"318",319,"mesa_verde",314.1441118,44.08519368
"319",320,"mesa_verde",227.9225145,-86.2142064
"320",321,"mesa_verde",314.3954097,86.45073152
"321",322,"mesa_verde",297.9176689,-16.46867219
"322",323,"mesa_verde",340.2988881,42.37831149
"323",324,"mesa_verde",284.6618067,-55.63206222
"324",325,"mesa_verde",372.5207883,87.85580528
"325",326,"mesa_verde",203.6953578,-168.8153494
"326",327,"mesa_verde",346.5222376,142.8161474
"327",328,"mesa_verde",307.5505105,-38.97092911
"328",329,"mesa_verde",316.7973739,9.245534813
"329",330,"mesa_verde",342.8754435,26.08996231
"330",331,"mesa_verde",452.4165441,109.5292728
"331",332,"mesa_verde",395.0557454,-57.35954821
"332",333,"mesa_verde",448.0928225,53.04118896
"333",334,"mesa_verde",402.8042312,-45.29626104
"334",335,"mesa_verde",385.2603184,-17.54458157
"335",336,"mesa_verde",414.3528814,29.08474121
"336",337,"mesa_verde",419.3095094,4.964688909
"337",338,"mesa_verde",428.5752358,9.261939012
"338",339,"mesa_verde",375.1979753,-53.37347615
"339",340,"mesa_verde",346.5457515,-28.64351151
"340",341,"mesa_verde",369.8525353,23.31276259
"341",342,"mesa_verde",329.3844856,-40.47069357
"342",343,"mesa_verde",358.2007009,28.81634327
"343",344,"mesa_verde",264.2056978,-93.9908455
"344",345,"mesa_verde",366.2748983,102.06468
"345",346,"mesa_verde",405.7202561,39.439808
"346",347,"mesa_verde",323.5021416,-82.21443113
"347",348,"mesa_verde",302.3159557,-21.18793684
"348",349,"mesa_verde",373.7772129,71.45545389
"349",350,"mesa_verde",342.1453232,-31.6192387
"350",351,"mesa_verde",422.7861686,80.62869185
"351",352,"mesa_verde",438.2563165,15.46513357
"352",353,"mesa_verde",389.4614087,-48.78916337
"353",354,"mesa_verde",458.2070607,68.74622523
"354",355,"mesa_verde",528.8222722,70.60882654
"355",356,"mesa_verde",476.054772,-52.76561283
"356",357,"mesa_verde",445.7958164,-30.25382104
"357",358,"mesa_verde",420.0361469,-25.77015253
"358",359,"mesa_verde",280.8905209,-139.1314091
"359",360,"mesa_verde",469.8182054,188.9141922
"360",361,"mesa_verde",233.8702951,-235.9250238
"361",362,"mesa_verde",415.7285411,181.8335851
"362",363,"mesa_verde",331.9595483,-83.76171248
"363",364,"mesa_verde",272.2125984,-59.73551924
"364",365,"mesa_verde",419.3096175,147.0969993
"365",366,"mesa_verde",350.1472917,-69.16558988
"366",367,"mesa_verde",306.8859566,-43.26479082
"367",368,"mesa_verde",330.2238903,23.34527775
"368",369,"mesa_verde",305.1830925,-25.04875172
"369",370,"mesa_verde",207.1619365,-98.01268351
"370",371,"mesa_verde",357.438176,150.268029
"371",372,"mesa_verde",475.1997491,117.7597368
"372",373,"mesa_verde",370.9369646,-104.2601406
"373",374,"mesa_verde",451.1851043,80.23846178
"374",375,"mesa_verde",321.6881544,-129.4836078
"375",376,"mesa_verde",407.6414078,85.9413667
"376",377,"mesa_verde",353.9281821,-53.71013479
"377",378,"mesa_verde",318.9422428,-34.98390285
"378",379,"mesa_verde",385.5413602,66.59603788
"379",380,"mesa_verde",329.4925154,-56.04425468
"380",381,"mesa_verde",355.254586,25.76967422
"381",382,"mesa_verde",345.1949684,-10.06334485
"382",383,"mesa_verde",295.9153327,-49.28322902
"383",384,"mesa_verde",384.1408454,88.2196985
"384",385,"mesa_verde",251.366185,-132.7626973
"385",386,"mesa_verde",401.1564852,149.7727423
"386",387,"mesa_verde",343.2737951,-57.87409386
"387",388,"mesa_verde",457.1006533,113.8202328
"388",389,"mesa_verde",441.908086,-15.18347406
"389",390,"mesa_verde",392.0314528,-49.87851699
"390",391,"mesa_verde",363.8793588,-28.15773749
"391",392,"mesa_verde",261.600199,-102.2647566
"392",393,"mesa_verde",359.0113135,97.41617454
"393",394,"mesa_verde",397.4343255,38.41711072
"394",395,"mesa_verde",394.5708878,-2.863767029
"395",396,"mesa_verde",315.9274466,-78.6386912
"396",397,"mesa_verde",357.8038418,41.86166333
"397",398,"mesa_verde",346.7078394,-11.08922743
"398",399,"mesa_verde",255.9638963,-90.73913838
"399",400,"mesa_verde",297.1129402,41.13822431
"400",401,"mesa_verde",414.1694644,117.0532307
"401",402,"mesa_verde",276.0835641,-138.0807886
"402",403,"mesa_verde",355.1189755,79.03597868
"403",404,"mesa_verde",507.4391927,152.3063932
"404",405,"mesa_verde",295.2687549,-212.1518578
"405",406,"mesa_verde",355.2458899,59.96804486
"406",407,"mesa_verde",498.9555248,143.6969994
"407",408,"mesa_verde",484.428009,-14.52867791
"408",409,"mesa_verde",366.8778013,-117.5302384
"409",410,"mesa_verde",528.4573635,161.5564202
"410",411,"mesa_verde",341.6845635,-186.7480844
"411",412,"mesa_verde",469.2609457,127.5551367
"412",413,"mesa_verde",496.6421649,27.39060802
"413",414,"mesa_verde",445.697694,-50.95718564
"414",415,"mesa_verde",448.9316432,3.227911415
"415",416,"mesa_verde",318.7042052,-130.2000339
"416",417,"mesa_verde",342.8951718,24.18496065
"417",418,"mesa_verde",466.4272519,123.5209938
"418",419,"mesa_verde",334.1280393,-132.2809096
"419",420,"mesa_verde",295.2225275,-38.89970545
"420",421,"mesa_verde",356.9926884,61.76265767
"421",422,"mesa_verde",347.0035693,-9.984726669
"422",423,"mesa_verde",231.0368175,-115.9624019
"423",424,"mesa_verde",294.6598598,63.61467677
"424",425,"mesa_verde",305.7005927,11.04929492
"425",426,"mesa_verde",314.4749502,8.778450771
"426",427,"mesa_verde",316.2042701,1.725346832
"427",428,"mesa_verde",373.9538808,57.74153832
"428",429,"mesa_verde",422.3178809,48.37097286
"429",430,"mesa_verde",422.8705546,0.545609683
"430",431,"mesa_verde",425.2793329,2.40812086
"431",432,"mesa_verde",369.2228087,-56.05576587
"432",433,"mesa_verde",472.7972225,103.5613811
"433",434,"mesa_verde",368.6621744,-104.1180093
"434",435,"mesa_verde",383.6697889,15.00997772
"435",436,"mesa_verde",403.8691486,20.18372042
"436",437,"mesa_verde",356.7134853,-47.15386718
"437",438,"mesa_verde",405.5916544,48.88554676
"438",439,"mesa_verde",375.422428,-30.16633077
"439",440,"mesa_verde",362.5604396,-12.86694752
"440",441,"mesa_verde",289.4332223,-73.12177685
"441",442,"mesa_verde",355.4820888,66.0426365
"442",443,"mesa_verde",298.2525093,-57.21450744
"443",444,"mesa_verde",333.3068919,35.03901315
"444",445,"mesa_verde",393.6669984,60.36373698
"445",446,"mesa_verde",339.3814139,-54.28685837
"446",447,"mesa_verde",255.1769274,-84.19573094
"447",448,"mesa_verde",374.3279398,119.1313117
"448",449,"mesa_verde",274.2583715,-100.0546975
"449",450,"mesa_verde",355.3312062,81.07046175
"450",451,"mesa_verde",399.7598642,44.42707702
"451",452,"mesa_verde",282.8568184,-116.8906236
"452",453,"mesa_verde",335.7546941,52.89268829
"453",454,"mesa_verde",440.891516,105.1280946
"454",455,"mesa_verde",295.0911785,-145.7866487
"455",456,"mesa_verde",271.6311975,-23.46638281
"456",457,"mesa_verde",315.1225448,43.4919307
"457",458,"mesa_verde",401.2843515,86.15779578
"458",459,"mesa_verde",478.5358657,77.25265532
"459",460,"mesa_verde",318.1497577,-160.3876865
"460",461,"mesa_verde",306.5467033,-11.60160088
"461",462,"mesa_verde",397.9860474,91.43889706
"462",463,"mesa_verde",197.3514537,-200.6296004
"463",464,"mesa_verde",405.9370079,208.572691
"464",465,"mesa_verde",381.9334602,-24.00111585
"465",466,"mesa_verde",373.1115125,-8.821785498
"466",467,"mesa_verde",354.8706412,-18.23882832
"467",468,"mesa_verde",392.4992861,37.62386973
"468",469,"mesa_verde",252.8307519,-139.6551825
"469",470,"mesa_verde",312.9745176,60.13507687
"470",471,"mesa_verde",354.6973696,41.73053128
"471",472,"mesa_verde",345.9923639,-8.709505062
"472",473,"mesa_verde",295.8012893,-50.1832968
"473",474,"mesa_verde",280.47097,-15.3346679
"474",475,"mesa_verde",425.6742883,145.1882571
"475",476,"mesa_verde",401.7195855,-23.94852687
"476",477,"mesa_verde",417.3674613,15.64787575
"477",478,"mesa_verde",380.4978152,-36.85835965
"478",479,"mesa_verde",409.2608592,28.74753937
"479",480,"mesa_verde",391.2663754,-17.9810877
"480",481,"mesa_verde",388.4980531,-2.772547061
"481",482,"mesa_verde",401.3227265,12.82570808
"482",483,"mesa_verde",459.163494,57.83394023
"483",484,"mesa_verde",465.3974647,6.238709344
"484",485,"mesa_verde",433.9508523,-31.43959229
"485",486,"mesa_verde",406.8845505,-27.06342116
"486",487,"mesa_verde",466.6413213,59.74165128
"487",488,"mesa_verde",350.930713,-115.7069315
"488",489,"mesa_verde",470.9977286,120.0653212
"489",490,"mesa_verde",482.461214,11.46205703
"490",491,"mesa_verde",401.7081639,-80.75104795
"491",492,"mesa_verde",414.0176949,12.30946252
"492",493,"mesa_verde",278.6917453,-135.3227331
"493",494,"mesa_verde",448.7765207,170.0787618
"494",495,"mesa_verde",439.6521156,-9.124710974
"495",496,"mesa_verde",530.9791901,91.32530068
"496",497,"mesa_verde",465.6396556,-65.33795115
"497",498,"mesa_verde",477.2169032,11.57675122
"498",499,"mesa_verde",463.9311456,-13.28387197
"499",500,"mesa_verde",405.9025915,-58.02843034
"500",501,"mesa_verde",329.7395734,-76.16111988
"501",502,"mesa_verde",503.9566713,174.2136974
"502",503,"mesa_verde",499.9194428,-4.037611885
"503",504,"mesa_verde",545.390694,45.47085761
"504",505,"mesa_verde",456.8591114,-88.53012484
"505",506,"mesa_verde",395.2961841,-61.56024788
"506",507,"mesa_verde",333.077983,-62.21684068
"507",508,"mesa_verde",309.4835814,-23.59563889
"508",509,"mesa_verde",330.3468677,20.86437693
"509",510,"mesa_verde",414.9644155,84.61455419
"510",511,"mesa_verde",430.5671887,15.60345942
"511",512,"mesa_verde",431.4620576,0.89417729
"512",513,"mesa_verde",309.8947824,-121.5644493
"513",514,"mesa_verde",403.1190837,93.22496467
"514",515,"mesa_verde",356.5077875,-46.61118682
"515",516,"mesa_verde",281.9932725,-74.51207662
"516",517,"mesa_verde",304.350848,22.35703169
"517",518,"mesa_verde",433.1029246,128.7488583
"518",519,"mesa_verde",389.1483949,-43.95486021
"519",520,"mesa_verde",233.0171108,-156.1288679
"520",521,"mesa_verde",411.3309466,178.3102419
"521",522,"mesa_verde",446.1291858,34.79739311
"522",523,"mesa_verde",502.9737605,56.84210688
"523",524,"mesa_verde",404.7316345,-98.23855552
"524",525,"mesa_verde",468.9926235,64.25945675
"525",526,"mesa_verde",213.104785,-255.8825099
"526",527,"mesa_verde",439.4978801,226.3861332
"527",528,"mesa_verde",322.19499,-117.2965879
"528",529,"mesa_verde",411.38799,89.19043473
"529",530,"mesa_verde",391.2905815,-20.1010066
"530",531,"mesa_verde",347.5137579,-43.77367252
"531",532,"mesa_verde",400.2763477,52.75841602
"532",533,"mesa_verde",357.9801852,-42.29072748
"533",534,"mesa_verde",445.7366747,87.7546791
"534",535,"mesa_verde",297.7184607,-148.0136191
"535",536,"mesa_verde",444.262222,146.5404631
"536",537,"mesa_verde",411.1625206,-33.09952542
"537",538,"mesa_verde",468.5435883,57.3756069
"538",539,"mesa_verde",394.7084884,-73.83198134
"539",540,"mesa_verde",438.0121139,43.30518481
"540",541,"mesa_verde",444.8225318,6.808160398
"541",542,"mesa_verde",243.4080211,-201.4081161
"542",543,"mesa_verde",236.4701696,-6.939963033
"543",544,"mesa_verde",417.4462014,180.9726753
"544",545,"mesa_verde",428.9879727,11.54188479
"545",546,"mesa_verde",521.8396426,92.85174029
"546",547,"mesa_verde",470.3787099,-51.46077113
"547",548,"mesa_verde",581.6616769,111.2791899
"548",549,"mesa_verde",524.1248378,-57.53372115
"549",550,"mesa_verde",526.9917366,2.867673993
"550",551,"mesa_verde",540.343147,13.35004158
